Piece Nr;Key;Page nr;Name;Composer;Comment;Tuning;Concordances;TimeInz;Tab
179;;76v;Praeludium;;;Mandora;Conc_4754;C;",,,,a/4 ,c a ,c ,,,,a ,c a ,c ,,,,a ,c a ,c ,,,,a ,c a ,c | \
,,,,a/4 ,d c ,d ,,,,a ,d c ,d"
180;;76v;sans titre;;;Mandora;Conc_4761;3/4;",c/ ,d | [ac,,a2] '[c,,a1] | '[,,b,,a2] [,,c,a1] | \
,,,,c/ ,d ,,,,a ,c [,a,,,a1] | '[,c,,a/] ,a ,,c ,,b [,,c,a1] |"
;;;Ex G:;;;;;;
181;;77r;sans titre;;;Mandora;Conc_4756;2/4;"f/ a | [cd,a1] [cd/] [cd] [cd,a1] d/ c | \
[ac,,a1] [ac/] [ac] [ac,,a1] ,f/ ,c | \
V[,d,a1] ,d/ ,c ,d1 'a |"
182;;77r;sans titre;;;Mandora;Conc_4764;3/4;"V[,,c,a1] [,a,,a/] ,,c [,a,,,a1] | [,,c,a1] [,cc] [ac] | \
'[,c,,a1] ,d/ ,c [,d,,,a] ,a | [,cc,a1] [ac] f | \
[ac,,a1] c/ a [c,,a] ,d |"
183;;77v;Lezelt;;;Mandora;Conc_4762;2/4;"[f,,,a/] a | V[c,,a/] c/4 a c/ d | X[a,,,a3/2] a/ | \
,d/ ,d/4 ,c ,d/ a | V[,c,,a/] ,d/4 a ,,c/ f/4 a |"
184;;77v;Menuet;;;Mandora;Conc_4763;3/4;"[,,c,a1] ,,c/ ,,c ,,c ,,c | [,,c,a/] ,,b ,,c1 ',c/ ,d | \
[ac,,a1] [ac/] [ac] [ac] [ac] | [ac,,a1] ,,c [ac,,a] |"
185;;78r;O Guldner hosen Knopf .S.;;;Mandora;Conc_4765;C;",,,,,a/ | V[,,c,a/] [,c,,a] '[,c,,a] ,a/4 ,,c [,ab,,a1] y/ ,,,,,a | \
[,ab,,a/] V[,d,c] [,d,,c1] [,c,,a] y/ ,,,,,a/ | \
[,c,,a/] [ac,,a] [ac,,a] V[,d,,c/4] ,c"
186;;78v;Guigue;;;Mandora;Conc_4766;6/8;"[f,,,a/] e f 'a c ,d | '[,c,,a/] ,a ,c ,,c3/2 | \
[,,c,a/] ,,b ,,c ,,,c ,,,e ,,,a | \
,,,,e/ ,,,,c ,,,,e ,,,,a1 [a,,,e/] |"
187;;79r;sans titre;;;Mandora;Conc_4767;C;"[a,,,a1] | '[,c,,a/] ,a/4 ,,c ,,,,,a ,,b ,a ,,b [,,c,a/] ,,,,c ,,,,e [,a,,,a] | \
V[,c,,a/] [c,,a/4] a [,d,,c/] '[,c,,a] \
[,a,,,a] ,,,,,c ,,,,,e [f,,,a/4] a |"
188;;79v;Dambour:;;;Mandora;Conc_4768;C;"[a,,,a/] | '[,c,,a/4] ,a ,c ,d ,c/ [,a,,,a] '[,c,,a] ,,,,c ,,,,e [a,,,a] | \
'[,c,,a/4] ,a ,c ,d ,c/ [,a,,,a] '[,c,,a] ,,,,c ,,,,e [a,,,a] |"
189;;80r;Man liebe so heimlich .S:;;;Mandora;Conc_4770;3/4;"[,ab,,a1] | V[,,c,a1] ,,c/ ,,a ,,c1 | [,ab,,a1] ,a/ ,,c ,a1 | \
[,c,,a1] [,d,,c] [a,,,e] | [,ab,,a2] [,c,,a1] | \
[,d,,c1] ,d V,d |"
190;;80v;Poß Menuet;;;Mandora;Conc_4769;3/4;"V[,,c,a1] ,,c [,,c,a/] ,a | '[,b,,a/] ,a ',,c1 y | \
V[f,,,a1] ,,c [,,c,a/] ,a | '[,b,,a/] ,a ',,c1 y | \
[ab,,a1] [ab,,a] [bd,a] |"
191;;81r;sans titre;;;Mandora;Conc_4771;2/4;"V[,c,,a1] [,,c,a] | '[,,b,,a/] ,,c ,,,,,c ,,c | \
,,,,,e/ ,a (3[,c,,a/] ,d a) | ,,,,c/ ,d [,d,,a] ,c | \
[c,,a/] a a f |"
192;;81v;sans titre;;;Mandora;Conc_4772;3/4;"[,,,ca1] ,,c [,a,,,e] | X[,a,,a2] [,a,,,a1] | [,,,c,a1] ,a '[,c,,a] | \
[,d,,c2] '[,c,,a1] | [,,c,a1] ',c ,,,,c/ ,d | [a,,,e2] f1 | \
[ac,,a1] a '[,c,,,a/] ,a |"
193;;81v;sans titre;;;Mandora;Conc_4773;C;"[,,c,a1] | '[,,b,,a1] [,,c,,c] [,a,,,e] [,b,,a] | \
[,a,,,a1] ,,,c ,,,c [,b,a] | [,d,,c1] ,b/ ,a [a,,,,a1] ,d | \
[,b,,a2] [,a,,,a1] [,,c,a] | [,,b,a2] [,a,,,a1] [,,c,a] |"
194;;82r;sans titre;;;Mandora;Conc_4948;3/4;"[,ab,,a1] ,d/ ,c ,a [,c,,a] | '[,,b,,a2] [,,c,a1] | \
[,ab,,a1] [,cc,a] [,d,,c] | [ac,,a1] a/ ,d ,c1 | \
[,ab,,d/] ,d ,c ,a [,cc,a1] |"
195;;82r;sans titre;;;Mandora;Conc_4774;3/4;"f1 | V[f,,,a1] ,,c [,ab,,a] | V[,c,,a2] [,d,,c1] | \
[a,,,e1] [c,,a/] a ,d1 | '[,a,,,a1] ,,,,,c ,,,,,e | \
[f,,,a1] ,,c [,ab,,a] | V[,c,,a2] [,d,,c1] |"
196;;82v;Aria:;;;Mandora;;3/4;",,,,,a1 [daa] '[c,,a] | V[daa,,a1] (c/ a) ,d1 | \
'a/ [,b,,,a] [,a,,a1] ,b | V[,d,,c/] (,b ,a) [,,ca] [,,a,,a1] | \
'[,,ca1] [,,ca] '[,a,,,a] |"
197;;82v;Aria Ex gb.;;;Mandora;;3/4;"[a,,,a1] V[,,c,a] (3,a/ ,b ,d) | ('[,,b,,a2] ,,y/) V[,,c,a/] | \
'[,a,,,a/] ,b [,d,,c] b 'a ,c | '[,b,,a1] ('[,a,,,a/] ,b) [,,c,a1] | \
'[a,,,a1] V[,,c,a] (,a/ ,b) |"
